text,cluster_title,longitude,latitude,summary,summary_id,place_id
"Really nice place, lots of powerful computers and good equipment, nicely decorated and reasonable prices. They also have to most commonly played games available which for me was cs go. They also have a bar with a good selection of snacks. It would have been 5 stars but the lady at the bar was kinda rude to me, she rolled her eyes at me when I payed for a 60grh beer with a 200grh note and made an exhasperated sigh. After that when I went to get my second beer and brought them my empty can she took it on the counter and threw it in the bin with tremendous force, even another patron smiled at me because he could sense she was irked and thought it was funny. Maybe she doesn't like foreigners, I was left scratching my head though..",Public Safety Concerns,50.4620213,30.4483742,"(""The store offers great gaming hardware, but service issues exist. A rude bartender's behavior towards a customer detracted from the experience, hinting at possible bias against foreigners."", 558)",d4916742-dde3-4d46-bada-2d459c1156a3,f20c80067fb76d98c64faa2419644baf
"Really nice place, lots of powerful computers and good equipment, nicely decorated and reasonable prices. They also have to most commonly played games available which for me was cs go. They also have a bar with a good selection of snacks. It would have been 5 stars but the lady at the bar was kinda rude to me, she rolled her eyes at me when I payed for a 60grh beer with a 200grh note and made an exhasperated sigh. After that when I went to get my second beer and brought them my empty can she took it on the counter and threw it in the bin with tremendous force, even another patron smiled at me because he could sense she was irked and thought it was funny. Maybe she doesn't like foreigners, I was left scratching my head though..",Hotel Quality Concerns,50.4620213,30.4483742,"('While the store offers great products and a positive atmosphere, a rude encounter with bar staff detracted from the experience, leaving a negative impression on customer service.', 769)",976603fe-c659-4c79-9d21-f18e69eb28b6,f20c80067fb76d98c64faa2419644baf
"Really nice place, lots of powerful computers and good equipment, nicely decorated and reasonable prices. They also have to most commonly played games available which for me was cs go. They also have a bar with a good selection of snacks. It would have been 5 stars but the lady at the bar was kinda rude to me, she rolled her eyes at me when I payed for a 60grh beer with a 200grh note and made an exhasperated sigh. After that when I went to get my second beer and brought them my empty can she took it on the counter and threw it in the bin with tremendous force, even another patron smiled at me because he could sense she was irked and thought it was funny. Maybe she doesn't like foreigners, I was left scratching my head though..",Healthcare Accessibility,50.4620213,30.4483742,"('Despite the nice ambiance and equipment, rude service from the bar staff marred the experience, leaving the reviewer questioning potential biases against foreigners.', 458)",7a47a07f-b5e0-4d51-a7c3-82f18f7b8269,f20c80067fb76d98c64faa2419644baf
US Embassy,Cultural Heritage Concerns,50.4669832,30.4285116,"(""The review highlights concerns over Subaru's reliability, citing alarming radiator issues, diesel engine troubles post-2013, and perceived overpricing for repairs, prompting distrust in Subaru specialists."", 430)",a9e26e91-5542-4060-aa20-c229930eb9c9,df74518cfa93994c1bfe552a71407157
"Guys from the heart! Troubled the engine on the Forester. In 2 service stations they could not find the reason.

And then the boys sorted out the problem in 30 minutes.

excellent service for Subaru owners",Public Safety Concerns,50.4669832,30.4285116,"(""Subaru Forester's engine troubles were unresolved by two service stations, but a quick 30-minute fix by another team highlights the importance of specialized service for owners."", 345)",4b3b25ce-e698-489d-b333-688a788b8dcb,df74518cfa93994c1bfe552a71407157
"Guys from the heart! Troubled the engine on the Forester. In 2 service stations they could not find the reason.

And then the boys sorted out the problem in 30 minutes.

excellent service for Subaru owners",Poor Customer Service,50.4669832,30.4285116,"('Subaru owners face unreliable service; two stations failed to diagnose issues, and poor communication ensued. High repair costs and questionable advice on vehicle purchases raise concerns about expertise.', 606)",b861228a-7174-4128-b635-82fe830d9654,df74518cfa93994c1bfe552a71407157
"Thank you very much guys. We changed the cabin filter for 250 grams and a plastic adapter for 200. The official asked for 2000 tons.  They also gave me contacts for removing dents and much more, for a reasonable price. Thank you 😊 I will recommend it to friends and acquaintances.",Poor Customer Service,50.4669832,30.4285116,"('Subaru owners face unreliable service; two stations failed to diagnose issues, and poor communication ensued. High repair costs and questionable advice on vehicle purchases raise concerns about expertise.', 606)",b861228a-7174-4128-b635-82fe830d9654,df74518cfa93994c1bfe552a71407157
"They did an excellent job of diagnosing the chassis. Experienced craftsmen. The service is lame. They promised to send me information on the diagnostic results and give me an offer for other repairs and spare parts, but I didn’t receive anything in two weeks. There wasn't even a call from Maxim. It would be cool if communication with clients did not end with receiving payment.",University Corruption,50.4669832,30.4285116,"('Excellent chassis diagnosis, but poor communication post-service. Two weeks without updates or a call, highlighting a lack of client engagement beyond payment.', 367)",6783b4ed-eedf-4fa3-bee4-49f98b4503c8,df74518cfa93994c1bfe552a71407157
"They did an excellent job of diagnosing the chassis. Experienced craftsmen. The service is lame. They promised to send me information on the diagnostic results and give me an offer for other repairs and spare parts, but I didn’t receive anything in two weeks. There wasn't even a call from Maxim. It would be cool if communication with clients did not end with receiving payment.",Poor Customer Service,50.4669832,30.4285116,"('Subaru owners face unreliable service; two stations failed to diagnose issues, and poor communication ensued. High repair costs and questionable advice on vehicle purchases raise concerns about expertise.', 606)",b861228a-7174-4128-b635-82fe830d9654,df74518cfa93994c1bfe552a71407157
"They did an excellent job of diagnosing the chassis. Experienced craftsmen. The service is lame. They promised to send me information on the diagnostic results and give me an offer for other repairs and spare parts, but I didn’t receive anything in two weeks. There wasn't even a call from Maxim. It would be cool if communication with clients did not end with receiving payment.",Quality of Services,50.4669832,30.4285116,"('Excellent chassis diagnosis but poor service follow-up; promised details and offers were not communicated after two weeks. Better client communication is needed post-payment.', 368)",436782ac-fdb4-4aa2-b03f-c527de981f8e,df74518cfa93994c1bfe552a71407157
"Today they tried to diagnose. Car 2014 r_k. Specialist's words: keep an eye on the radiator as the body has changed color)))) it's still standing and could explode at any second!!! These are the words of a specialist?? Or another thing: Subaru diesel engines do not run until 2013, and since 2013 it’s even worse, sometimes a car from scratch is 15 thousand and there is no engine!!! How is that ??? Replacing the steering cable 6000 UAH - is this a fair price??? Complete nonsense. They are called Subaru specialists, but they advise not to buy Subaru))))",Poor Customer Service,50.4669832,30.4285116,"('Subaru owners face unreliable service; two stations failed to diagnose issues, and poor communication ensued. High repair costs and questionable advice on vehicle purchases raise concerns about expertise.', 606)",b861228a-7174-4128-b635-82fe830d9654,df74518cfa93994c1bfe552a71407157
"Today they tried to diagnose. Car 2014 r_k. Specialist's words: keep an eye on the radiator as the body has changed color)))) it's still standing and could explode at any second!!! These are the words of a specialist?? Or another thing: Subaru diesel engines do not run until 2013, and since 2013 it’s even worse, sometimes a car from scratch is 15 thousand and there is no engine!!! How is that ??? Replacing the steering cable 6000 UAH - is this a fair price??? Complete nonsense. They are called Subaru specialists, but they advise not to buy Subaru))))",Cultural Heritage Concerns,50.4669832,30.4285116,"(""The review highlights concerns over Subaru's reliability, citing alarming radiator issues, diesel engine troubles post-2013, and perceived overpricing for repairs, prompting distrust in Subaru specialists."", 430)",a9e26e91-5542-4060-aa20-c229930eb9c9,df74518cfa93994c1bfe552a71407157
"Today they tried to diagnose. Car 2014 r_k. Specialist's words: keep an eye on the radiator as the body has changed color)))) it's still standing and could explode at any second!!! These are the words of a specialist?? Or another thing: Subaru diesel engines do not run until 2013, and since 2013 it’s even worse, sometimes a car from scratch is 15 thousand and there is no engine!!! How is that ??? Replacing the steering cable 6000 UAH - is this a fair price??? Complete nonsense. They are called Subaru specialists, but they advise not to buy Subaru))))",Healthcare Access Issues,50.4669832,30.4285116,"(""A Subaru specialist warned of potential radiator explosion risks, criticized diesel engine reliability post-2013, and deemed steering cable repair costs excessive, questioning the brand's value."", 426)",071bba7c-bba3-41eb-b679-aefed63085c4,df74518cfa93994c1bfe552a71407157
"Upon arrival, having found the desired section 1, we went to the reception, where they answered that we needed to call the contact person. When we called at check-in time at 1:30 p.m., they answered that they were currently looking for available apartments and would call back without providing more detailed information. Ok, we are waiting and so are the other guests. After 10 minutes of calling again, they heard back the reason that the delay in cleaning would take 10-15 minutes. At 14.45 another person called and said that they had an overlay and there was another option in the same house. To do this, you need to go to the second section and the person whose number was reset by message will be waiting there.
In the meantime, we went to have lunch at an establishment in the same building. And they have already chosen another place. Being still at the address, we decided to see what was on offer. When we approached, no one was waiting, we called the number and found out that we needed to leave money to the security guard first, without seeing the apartment we were being changed to, without even seeing a photo, then that a driver’s license was not suitable, we only needed the original passport and in general, no I like it - “figure it out for yourself.” This conversation ended at 15.00. After such “fun” we went and stopped in another place. No one else from this place called.
And besides, an hour and a half spent on the spot, time and financial costs for transport to the place, from the apartment to another place. Choosing another place ""hot"". Another interesting point is that in case of no-show and cancellation of the reservation, full payment will be charged, as indicated. What can we say about the emotional factor and the moment when time is planned and you are in a hurry to get somewhere.",Poor Customer Service,50.4498266,30.4205728,"('Check-in delays and poor communication led to guests being switched to apartments without prior viewing. Frustration escalated due to misleading policies and added costs.', 715)",7a14f273-f77f-42d3-acbc-d0050e5bbc4a,98bb067e0cd3a28f40d0858c2d577a2a
"Upon arrival, having found the desired section 1, we went to the reception, where they answered that we needed to call the contact person. When we called at check-in time at 1:30 p.m., they answered that they were currently looking for available apartments and would call back without providing more detailed information. Ok, we are waiting and so are the other guests. After 10 minutes of calling again, they heard back the reason that the delay in cleaning would take 10-15 minutes. At 14.45 another person called and said that they had an overlay and there was another option in the same house. To do this, you need to go to the second section and the person whose number was reset by message will be waiting there.
In the meantime, we went to have lunch at an establishment in the same building. And they have already chosen another place. Being still at the address, we decided to see what was on offer. When we approached, no one was waiting, we called the number and found out that we needed to leave money to the security guard first, without seeing the apartment we were being changed to, without even seeing a photo, then that a driver’s license was not suitable, we only needed the original passport and in general, no I like it - “figure it out for yourself.” This conversation ended at 15.00. After such “fun” we went and stopped in another place. No one else from this place called.
And besides, an hour and a half spent on the spot, time and financial costs for transport to the place, from the apartment to another place. Choosing another place ""hot"". Another interesting point is that in case of no-show and cancellation of the reservation, full payment will be charged, as indicated. What can we say about the emotional factor and the moment when time is planned and you are in a hurry to get somewhere.",Hotel Quality Concerns,50.4498266,30.4205728,"(""Booking issues led to delays and lack of transparency, causing stress and extra costs. Poor customer service and hotel's deceptive practices prompted guests to find alternative accommodations."", 794)",bbba8c39-6321-4446-a936-575fa6258e0e,98bb067e0cd3a28f40d0858c2d577a2a
"Upon arrival, having found the desired section 1, we went to the reception, where they answered that we needed to call the contact person. When we called at check-in time at 1:30 p.m., they answered that they were currently looking for available apartments and would call back without providing more detailed information. Ok, we are waiting and so are the other guests. After 10 minutes of calling again, they heard back the reason that the delay in cleaning would take 10-15 minutes. At 14.45 another person called and said that they had an overlay and there was another option in the same house. To do this, you need to go to the second section and the person whose number was reset by message will be waiting there.
In the meantime, we went to have lunch at an establishment in the same building. And they have already chosen another place. Being still at the address, we decided to see what was on offer. When we approached, no one was waiting, we called the number and found out that we needed to leave money to the security guard first, without seeing the apartment we were being changed to, without even seeing a photo, then that a driver’s license was not suitable, we only needed the original passport and in general, no I like it - “figure it out for yourself.” This conversation ended at 15.00. After such “fun” we went and stopped in another place. No one else from this place called.
And besides, an hour and a half spent on the spot, time and financial costs for transport to the place, from the apartment to another place. Choosing another place ""hot"". Another interesting point is that in case of no-show and cancellation of the reservation, full payment will be charged, as indicated. What can we say about the emotional factor and the moment when time is planned and you are in a hurry to get somewhere.",Cultural Heritage Concerns,50.4498266,30.4205728,"('Guests faced significant delays in check-in and poor communication about apartment availability, leading to frustration and additional expenses, ultimately prompting them to seek alternatives.', 680)",a4309012-f0d1-4301-b2c2-208da294ffca,98bb067e0cd3a28f40d0858c2d577a2a
"Upon arrival, having found the desired section 1, we went to the reception, where they answered that we needed to call the contact person. When we called at check-in time at 1:30 p.m., they answered that they were currently looking for available apartments and would call back without providing more detailed information. Ok, we are waiting and so are the other guests. After 10 minutes of calling again, they heard back the reason that the delay in cleaning would take 10-15 minutes. At 14.45 another person called and said that they had an overlay and there was another option in the same house. To do this, you need to go to the second section and the person whose number was reset by message will be waiting there.
In the meantime, we went to have lunch at an establishment in the same building. And they have already chosen another place. Being still at the address, we decided to see what was on offer. When we approached, no one was waiting, we called the number and found out that we needed to leave money to the security guard first, without seeing the apartment we were being changed to, without even seeing a photo, then that a driver’s license was not suitable, we only needed the original passport and in general, no I like it - “figure it out for yourself.” This conversation ended at 15.00. After such “fun” we went and stopped in another place. No one else from this place called.
And besides, an hour and a half spent on the spot, time and financial costs for transport to the place, from the apartment to another place. Choosing another place ""hot"". Another interesting point is that in case of no-show and cancellation of the reservation, full payment will be charged, as indicated. What can we say about the emotional factor and the moment when time is planned and you are in a hurry to get somewhere.",Access to Legal Services,50.4498266,30.4205728,"('Delayed check-in and unprofessional service led to wasted time and frustration, ultimately requiring guests to seek alternative accommodations despite cancellation penalties.', 755)",2e7be4a6-c14a-4db5-a4fc-bd1e845f9233,98bb067e0cd3a28f40d0858c2d577a2a
"Industrial zone, mini numbers. Deception from the very beginning and + parking 100 UAH/day. There are more interesting options for 1k per day",Hotel Quality Concerns,50.4498266,30.4205728,"(""Booking issues led to delays and lack of transparency, causing stress and extra costs. Poor customer service and hotel's deceptive practices prompted guests to find alternative accommodations."", 794)",bbba8c39-6321-4446-a936-575fa6258e0e,98bb067e0cd3a28f40d0858c2d577a2a
"Industrial zone, mini numbers. Deception from the very beginning and + parking 100 UAH/day. There are more interesting options for 1k per day",Poor Customer Service,50.4498266,30.4205728,"('Check-in delays and poor communication led to guests being switched to apartments without prior viewing. Frustration escalated due to misleading policies and added costs.', 715)",7a14f273-f77f-42d3-acbc-d0050e5bbc4a,98bb067e0cd3a28f40d0858c2d577a2a
"Kyiv Zoo is one of the oldest and largest zoos in Ukraine, boasting over 7,000 animals representing 414 species. Visitors can enjoy seeing a variety of fascinating creatures, from majestic big cats to playful primates. The zoo is undergoing renovations to improve the enclosures and provide a better habitat for the animals.
While some reviews mention outdated enclosures, others commend the zoo's efforts in modernization. If you're looking for a spacious zoo with a wide range of animals, Kyiv Zoo is a good option. However, if you're concerned about animal welfare, it might be best to research the zoo's current conditions before your visit.",Zoo Conditions Concerns,50.4549073,30.4651811,"('Kyiv Zoo, while home to diverse species, faces criticism for outdated enclosures and potential animal welfare concerns. Renovations could enhance conditions and visitor experience.', 653)",b18c0aee-0090-48e1-a4e5-f0631b61c2a0,1bd692bc61efdd81c9244250c89942da
"The compact territory contains a very diverse collection of animals. I was impressed by the almost perfect conditions in which the animals are dwelling. Primates have their own islands with houses and trees. There is a vast array of reptiles, including many species of turtles, snakes, lizards, and alligators. The area also hosts spectacular mammals such as giraffes, elephants, tigers, lions, and even the opportunity to contemplate huge gorillas and multiple chimpanzees. Additionally, there are elegant birds like flamingos, ravens, and birds of prey.
It is possible to buy special food for feeding sheep and goats for just a few euros. Near one deep pond, you can also purchase feed for colorful and large koi carps (fishes).",Zoo Conditions Concerns,50.4549073,30.4651811,"('Kyiv Zoo, while home to diverse species, faces criticism for outdated enclosures and potential animal welfare concerns. Renovations could enhance conditions and visitor experience.', 653)",b18c0aee-0090-48e1-a4e5-f0631b61c2a0,1bd692bc61efdd81c9244250c89942da
"It seems like some animals are not well treated (not enough food?), but not all animals. There are many of them - the fauna of the zoo is diverse and the territory is big, but not in good condition - sometimes there are no paths, only earth which is uncleaned. There are also many old-fashioned ugly stands.
Anyway, this place has perspectives if it's renovated.",Quality of Services,50.4549073,30.4651811,"('The zoo faces issues with animal care, cleanliness, and outdated facilities, disappointing visitors who expect more diversity and activity for the entry fee. Renovation could enhance the experience.', 479)",b8d88660-e708-43ae-bd28-6c40f3281121,1bd692bc61efdd81c9244250c89942da
"It seems like some animals are not well treated (not enough food?), but not all animals. There are many of them - the fauna of the zoo is diverse and the territory is big, but not in good condition - sometimes there are no paths, only earth which is uncleaned. There are also many old-fashioned ugly stands.
Anyway, this place has perspectives if it's renovated.",Zoo Conditions Concerns,50.4549073,30.4651811,"('Kyiv Zoo, while home to diverse species, faces criticism for outdated enclosures and potential animal welfare concerns. Renovations could enhance conditions and visitor experience.', 653)",b18c0aee-0090-48e1-a4e5-f0631b61c2a0,1bd692bc61efdd81c9244250c89942da
"It seems like some animals are not well treated (not enough food?), but not all animals. There are many of them - the fauna of the zoo is diverse and the territory is big, but not in good condition - sometimes there are no paths, only earth which is uncleaned. There are also many old-fashioned ugly stands.
Anyway, this place has perspectives if it's renovated.",Hotel Quality Concerns,50.4549073,30.4651811,"('The zoo faces challenges of poor animal treatment and inadequate facilities, with unclean paths and outdated stands. Renovation could improve conditions and prospects for the diverse fauna.', 376)",1c3cb6e9-45af-4c7a-b046-6c51dae63a38,1bd692bc61efdd81c9244250c89942da
"An amazing and fun time spending. A bit disappointed, because of the winter we weren't able to see the animals that we're eager to see like the bears, lions and tigers. But over all it's a cool experience.",Quality of Services,50.4549073,30.4651811,"('The zoo faces issues with animal care, cleanliness, and outdated facilities, disappointing visitors who expect more diversity and activity for the entry fee. Renovation could enhance the experience.', 479)",b8d88660-e708-43ae-bd28-6c40f3281121,1bd692bc61efdd81c9244250c89942da
"Since it's a main zoo of Ukraine,the expectation were high.

Entry fees was 70uah for students,but the amount of animals we meet were not satisfactory for the price.

Birds were very less,most of the animals were so inactive and sleepy.

Best to visit in the evenings.",Cultural Heritage Concerns,50.4549073,30.4651811,"(""Visitors to Ukraine's main zoo find the entry fee of 70 UAH for students steep, given the lack of active animals and few birds; evenings may offer a better experience."", 360)",9f603f44-1257-4ea8-9dab-68f77df45fa9,1bd692bc61efdd81c9244250c89942da
"Since it's a main zoo of Ukraine,the expectation were high.

Entry fees was 70uah for students,but the amount of animals we meet were not satisfactory for the price.

Birds were very less,most of the animals were so inactive and sleepy.

Best to visit in the evenings.",University Corruption,50.4549073,30.4651811,"(""Despite high expectations, the zoo's entry fee of 70 UAH for students feels steep given the lack of active animals and few birds, making evening visits more recommended."", 358)",cb5fece2-723d-4e1a-890a-4157b3e3158f,1bd692bc61efdd81c9244250c89942da
"Since it's a main zoo of Ukraine,the expectation were high.

Entry fees was 70uah for students,but the amount of animals we meet were not satisfactory for the price.

Birds were very less,most of the animals were so inactive and sleepy.

Best to visit in the evenings.",Quality of Services,50.4549073,30.4651811,"('The zoo faces issues with animal care, cleanliness, and outdated facilities, disappointing visitors who expect more diversity and activity for the entry fee. Renovation could enhance the experience.', 479)",b8d88660-e708-43ae-bd28-6c40f3281121,1bd692bc61efdd81c9244250c89942da
"Stopped 3 times. The first time the room was clean but the front door handle was broken, he called and said zero response, the bed was wobbly, the mattress had collapsed, a cheap crappy TV that froze all the time, the second time the sofa seemed to be clean, much better than a wobbly bed with a dented mattress, it was hot, he turned on the air conditioner and he it’s not blowing, I took off the filter and it’s a mess for three years, no one has ever washed it or cleaned it, the third time everything is the same, the sofa is relatively clean, another room and the same story with the air conditioner. On my next trip, I found a wonderful hotel for the same money, a little further from the metro, but with perfect cleanliness, a normal bed and clean air conditioning.",Poor Customer Service,50.4498267,30.4205728,"('Consistent issues plagued multiple stays: broken door handle, wobbly bed, filthy AC, and unresponsive staff. Found better hotel despite confirmation struggles.', 516)",7ecafe26-65ba-4a0c-8fd8-ba32d231e91c,a2b7f9b37a13283fda4c74747c752451
"Stopped 3 times. The first time the room was clean but the front door handle was broken, he called and said zero response, the bed was wobbly, the mattress had collapsed, a cheap crappy TV that froze all the time, the second time the sofa seemed to be clean, much better than a wobbly bed with a dented mattress, it was hot, he turned on the air conditioner and he it’s not blowing, I took off the filter and it’s a mess for three years, no one has ever washed it or cleaned it, the third time everything is the same, the sofa is relatively clean, another room and the same story with the air conditioner. On my next trip, I found a wonderful hotel for the same money, a little further from the metro, but with perfect cleanliness, a normal bed and clean air conditioning.",Hotel Quality Concerns,50.4498267,30.4205728,"('Repeated issues with cleanliness, broken amenities, and malfunctioning AC marred the stay. Found a better option nearby for the same price with superior conditions.', 480)",7c990488-cb6f-4675-86f0-2c7ff5d55b71,a2b7f9b37a13283fda4c74747c752451
I booked a room on the website and received a confirmation of the reservation and called them twice a day - the phone was answered by a man who does not even know that this is a hotel and cannot say the name.,Poor Customer Service,50.4498267,30.4205728,"('Consistent issues plagued multiple stays: broken door handle, wobbly bed, filthy AC, and unresponsive staff. Found better hotel despite confirmation struggles.', 516)",7ecafe26-65ba-4a0c-8fd8-ba32d231e91c,a2b7f9b37a13283fda4c74747c752451
It was cold in the room😑,Hotel Quality Concerns,50.4498267,30.4205728,"('Repeated issues with cleanliness, broken amenities, and malfunctioning AC marred the stay. Found a better option nearby for the same price with superior conditions.', 480)",7c990488-cb6f-4675-86f0-2c7ff5d55b71,a2b7f9b37a13283fda4c74747c752451
Space for subject photography. Hospitable photographer Evgeniy.,Zoo Conditions Concerns,50.4367362,30.4547375,"('Evgeniy, a hospitable photographer, offers excellent space for subject photography, highlighting the importance of a welcoming environment for creative work.', 306)",9a062c18-bc10-4284-989b-2a863597a354,9cad5972225f00453e5ecaa0eb3a00c9
"It was not an appointment with a gynecologist, but an insult to my body. There is no lubricant in the office, so bear the pain throughout the examination. The old woman talks about HPV, erosions and a lot of other things that had nothing to do with my urgent application. The equipment is so old that it's scary. 3 were smeared with the reagent inside the crucible 1 time in order to ""exactly check"". In short, if you don't want to go to a psychologist later - it's better to go to young doctors and clinics that have a reputation",Poor Customer Service,50.452035,30.44654,"('Patients face inadequate care in a clinic with outdated equipment, poor service, and long wait times, leading to frustration and wasted time without seeing a doctor. Consider seeking reputable alternatives.', 696)",c133bee6-857c-4963-a1a8-682bb642da81,4494c9b2ef29ed5da5de5bfa0b8e2bb4
"It was not an appointment with a gynecologist, but an insult to my body. There is no lubricant in the office, so bear the pain throughout the examination. The old woman talks about HPV, erosions and a lot of other things that had nothing to do with my urgent application. The equipment is so old that it's scary. 3 were smeared with the reagent inside the crucible 1 time in order to ""exactly check"". In short, if you don't want to go to a psychologist later - it's better to go to young doctors and clinics that have a reputation",Healthcare Accessibility,50.452035,30.44654,"('The clinic lacked lubricant, causing pain during the exam, and used outdated equipment. The focus on unrelated topics may warrant seeking younger, reputable doctors instead.', 416)",a3fc5029-5832-4787-bfc8-4581c6d8ca54,4494c9b2ef29ed5da5de5bfa0b8e2bb4
"It was not an appointment with a gynecologist, but an insult to my body. There is no lubricant in the office, so bear the pain throughout the examination. The old woman talks about HPV, erosions and a lot of other things that had nothing to do with my urgent application. The equipment is so old that it's scary. 3 were smeared with the reagent inside the crucible 1 time in order to ""exactly check"". In short, if you don't want to go to a psychologist later - it's better to go to young doctors and clinics that have a reputation",Public Safety Concerns,50.452035,30.44654,"('The exam was painful due to lack of lubricant, outdated equipment, and irrelevant discussions. Patients are advised to seek younger doctors and reputable clinics to avoid trauma.', 417)",a90600e1-42ca-407b-ac28-8b942afdc6c0,4494c9b2ef29ed5da5de5bfa0b8e2bb4
"I made an appointment with a traumatologist in advance and arrived in 15 minutes. I sat in line for more than two hours because the doctor was late for his shift. In addition, everyone who was before me by appointment was received with a delay of at least an hour and a half",Poor Customer Service,50.452035,30.44654,"('Patients face inadequate care in a clinic with outdated equipment, poor service, and long wait times, leading to frustration and wasted time without seeing a doctor. Consider seeking reputable alternatives.', 696)",c133bee6-857c-4963-a1a8-682bb642da81,4494c9b2ef29ed5da5de5bfa0b8e2bb4
"I had an appointment with a mammologist, I was 10 minutes late because I have a baby, sometimes it is difficult to keep up, the child sometimes makes corrections. But I understood that 30 minutes were allotted for my visit and I took the time of my visit, for which I will pay later. No one called me to ask when I was at the clinic, it turned out that the doctor had accepted the next patient. This is nonsense for private clinics, I have a specific time, and it is only my problems if I am late. They justified it by saying that they wanted me to have 30 minutes of my appointment, so it was as if they switched places. Therefore, I sat waiting in the lobby for 20 minutes until the next appointment, but when the time came, no one accepted me on time, and after 10 minutes I was told that I would have to wait another 15 minutes. 🤷🏼‍♀️
Terrible service, on the basis of a state polyclinic. Wasted time, never got to the doctor.",Poor Customer Service,50.452035,30.44654,"('Patients face inadequate care in a clinic with outdated equipment, poor service, and long wait times, leading to frustration and wasted time without seeing a doctor. Consider seeking reputable alternatives.', 696)",c133bee6-857c-4963-a1a8-682bb642da81,4494c9b2ef29ed5da5de5bfa0b8e2bb4
"The worse university I have ever been to!
The teachers are not qualified and the university is not really  university but its more like a school.
The institute is for only business and nothing else.
You can buy certificates and grades for 100% sure.
Education and Attendance does not even matter..
Just gift something to the teachers and they will give you full marks.
They don't even care about the quality education but what they care about is money and money only!
If you want to come to Ukraine just to enter to Europe then this is the best university, throw some money to the university management and they will do everything for you but if you are here for education then its the worst university and your local schools are way better than this one..
I have personally been to the University and I know how it works..",University Corruption,50.4614345,30.4280237,"(""The university is criticized for unqualified teachers, corruption, and prioritizing money over education, making it unsuitable for genuine learning. It's labeled a top choice only for easy entry into Europe."", 538)",2b993979-daa8-4857-a2d9-e071c90ffc12,dd4c43e0e5325dcfe08ab9a9533c2e41
"The worse university I have ever been to!
The teachers are not qualified and the university is not really  university but its more like a school.
The institute is for only business and nothing else.
You can buy certificates and grades for 100% sure.
Education and Attendance does not even matter..
Just gift something to the teachers and they will give you full marks.
They don't even care about the quality education but what they care about is money and money only!
If you want to come to Ukraine just to enter to Europe then this is the best university, throw some money to the university management and they will do everything for you but if you are here for education then its the worst university and your local schools are way better than this one..
I have personally been to the University and I know how it works..",Hotel Quality Concerns,50.4614345,30.4280237,"('This university is criticized for unqualified teachers, buyable grades, and a focus on profit over education, making it unsuitable for serious learners despite easy entry to Europe.', 462)",2d3c3f06-4ee3-4d32-ab4f-33550c817dcd,dd4c43e0e5325dcfe08ab9a9533c2e41
"One of the most corrupted establishments I have ever seen in my entire life, the Dean and her stuff  frankly and openly ask for money, they don't even care about students they consider their Viber chat more important than the future of students, If nothing presented them, carelessly they will make troubles for students, in short Don't spend your money and time here.",University Corruption,50.4614345,30.4280237,"(""The university is criticized for unqualified teachers, corruption, and prioritizing money over education, making it unsuitable for genuine learning. It's labeled a top choice only for easy entry into Europe."", 538)",2b993979-daa8-4857-a2d9-e071c90ffc12,dd4c43e0e5325dcfe08ab9a9533c2e41
"Waste of money and time
The prescribed a lot of expensive but meaningless test with no particular result, which you are actually expecting from all of them",Poor Customer Service,50.4474759,30.4258045,"('The ""Hippocrates"" clinic failed to assist a patient in crisis, insisting on appointment-only service, despite misleading hours. Poor communication leaves many disappointed and frustrated.', 1171)",875e5e58-b109-4e92-ac24-5547a6ab64f5,7a093ae5f8462b528b5c63fc8ee01316
